weapon_used	weapon_result	charge	location_major_comm	location_comm	date_of_occurrence	time_of_occurrance	disposition	status	towncode	day_occur	armedrob	burglary	aggassault	simpleassault	sexual	domestic_phys	domestic_verbal	land	land_violent	mob	riot	murder	other	year	month
"NIL"	"NIL"	"MENACING"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"3/20/2018"	"09:00 PM - 00:00 AM"	"WITHDRAWN"	"COMPLETED "	10002	"2018-03-20"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"STATUTORY RAPE"	"CONGO TOWN"	"SKD BOULEVARD COMMUNITY"	"3/24/2018"	"03:00 PM - 06:00 PM"	"PENDING "	"COMPLETED "	3014	"2018-03-24"	0	0	0	0	1	0	0	0	0	0	0	0	0	2018	3
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"PHP COMMUNITY"	"3/3/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED "	2004	"2018-03-03"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	3
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"3/28/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED "	10002	"2018-03-28"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"3/3/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED "	10020	"2018-03-03"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	3
"NIL"	"NIL"	"KIDNAPPING"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"3/9/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED "	10002	"2018-03-09"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"INTERFERING WITH CHILD CUSTODY"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"3/15/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED "	1014	"2018-03-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"3/21/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED "	10020	"2018-03-21"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	3
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"3/22/2018"	"06:00 AM - 09:00 AM"	"PENDING "	"COMPLETED "	10002	"2018-03-22"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"ENDANGERING CHILD WELFARE"	"PAYNESVILLE"	"BAPTIST SEMINARY COMMUNITY"	"3/14/2018"	"09:00 PM - 00:00 AM"	"PENDING "	"COMPLETED "	8015	"2018-03-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"3/19/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED "	8013	"2018-03-19"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	3
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"BUSHROD ISLAND"	"VAI TOWN COMMUNITY"	"3/4/2018"	"03:00 PM - 06:00 PM"	"PENDING "	"COMPLETED "	3021	"2018-03-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"VAI TOWN COMMUNITY"	"3/15/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED "	3021	"2018-03-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"SIMPLE ASSAULT"	"SINKOR"	"GAYE TOWN COMMUNITY"	"3/1/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED "	3012	"2018-03-01"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	3
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"CAREY STRET COMMUNITY"	"5/26/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	2010	"2018-05-26"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	5
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"6/9/2018"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED"	1001	"2018-06-09"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"5/15/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	1001	"2018-05-15"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	5
"CUTLASSES"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"6/4/2018"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLATED"	5002	"2018-06-04"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	6
"SIGLE BARREL SHORT GUN"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"BASSA TOWN COMMUNITY"	"6/6/2018"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLATED"	10020	"2018-06-06"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"5/14/2018"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLATED"	2010	"2018-05-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	5
"KNIFE"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"6/10/2018"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLATED"	5014	"2018-06-10"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CALDWELL"	"NEW GEORGIA CALDWELL"	"6/5/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	" COMPLATED"	4020	"2018-06-05"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"ROBBERY"	"CALDWELL"	"NEW GEORGIA,CALDWELL"	"6/15/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLATED"	4020	"2018-06-15"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"GSA ROAD"	"7/6/2018"	"12:00 PM - 03:00 PM"	"TRANSFER HQ"	"COMPLETED"	5002	"2018-07-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BREWERVILLE"	"BABY MA JUNCTION COMMUNITY"	"7/1/2018"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	6003	"2018-07-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BREWERVILLE"	"VOA # 1 COMMUNITY"	"7/3/2018"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	6000	"2018-07-03"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"VOA # 1 COMMUNITY"	"7/4/2018"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	6000	"2018-07-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"VOA # 1 COMMUNITY"	"7/7/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	6000	"2018-07-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BREWERVILLE"	"PERRY TOWN COMMUNITY"	"7/8/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	6011	"2018-07-08"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BREWERVILLE"	"VOA # 1 COMMUNITY"	"7/13/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	6000	"2018-07-13"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BREWERVILLE"	"VOA # 1 COMMUNITY"	"7/13/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	6000	"2018-07-13"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/21/2018"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	10002	"2018-07-21"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"BASSA COMMUNITY"	"6/8/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	2037	"2018-06-08"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"POLICE ACADMY COMMUNITY"	"7/4/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	5010	"2018-07-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"7/4/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	3000	"2018-07-04"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"BURGLARY"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"7/14/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	3000	"2018-07-14"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"SINKOR"	"GAYE TOWN COMMUNITY"	"7/23/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	3012	"2018-07-23"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/3/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10004	"2018-07-03"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/5/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	10004	"2018-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/7/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	10004	"2018-07-07"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"MENACING"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/8/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10002	"2018-07-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/10/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10002	"2018-07-10"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/11/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-07-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/13/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-07-13"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/14/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10002	"2018-07-14"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/19/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-07-19"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/20/2018"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	10004	"2018-01-20"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/1/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	10002	"2018-07-01"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"7/5/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	10020	"2018-07-05"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/10/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10004	"2018-07-10"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/11/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10004	"2018-07-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"7/13/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-07-13"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"7/14/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10002	"2018-07-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"SINGLE BARREL SHOT GUN"	"NIL"	"ILLEGAL POSSESSION & SALE OF PHYSICAL OBJECTS FOR LETHAL USE"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"6/28/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	5014	"2018-06-28"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	6
"CUTLASSES"	"NIL"	"ARMED ROBBERY"	"PAYNESVILLE"	"GSA  ROAD COMMUNITY"	"6/28/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	5002	"2018-06-28"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	6
"SINGLE BARREL SHOT GUN"	"NIL"	"ILLEGAL POSSESSION & SALE OF PHYSICAL OBJECTS FOR LETHAL USE"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"7/19/2018"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED"	5014	"2018-07-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"7/1/2018"	"09:00 AM - 12:00 PM"	"COURT "	"COMPLETED "	1001	"2018-07-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"6/30/2018"	"09:00 PM - 00:00 AM"	"COURT "	"COMPLETED "	1001	"2018-06-30"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	6
"NIL"	"NIL"	"FORGERY"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"7/7/2018"	"09:00 AM - 12:00 PM"	"PENDING "	"COMPLETED "	1014	"2018-07-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"BONG MINE ROAD COMMUNITY"	"7/10/2018"	"09:00 AM - 12:00 PM"	"COURT "	"COMPLETED "	1002	"2018-07-10"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"BONG MINE ROAD COMMUNITY"	"7/15/2018"	"12:00 PM - 03:00 PM"	"COURT "	"COMPLETED "	1002	"2018-07-15"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"7/5/2018"	"06:00 AM - 09:00 AM"	"COURT "	"COMPLETED "	1014	"2018-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"7/8/2018"	"09:00 AM - 12:00 PM"	"COURT "	"COMPLETED "	1014	"2018-07-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"4/4/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED "	1014	"2018-04-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	4
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"7/16/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED "	2010	"2018-07-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"7/2/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED "	2010	"2018-07-02"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"7/5/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED "	2010	"2018-07-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"MECHLINE STREET COMMUNITY"	"7/7/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED "	2005	"2018-07-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"MECHLINE STREET COMMUNITY"	"7/9/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED "	2005	"2018-07-09"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"GSA ROAD COMMUNITY"	"6/7/2018"	"12:00 PM - 03:00 PM"	"COURT "	"COMPLETED "	5002	"2018-06-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	6
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"6/16/2018"	"00:00 AM - 03:00 AM"	"TRANSFER"	"COMPLETED "	5014	"2018-06-16"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"6/16/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED "	5014	"2018-06-16"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"6/16/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED "	5014	"2018-06-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	6
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"6/18/2018"	"03:00 PM - 06:00 PM"	"TRANSFER"	"COMPLETED "	5014	"2018-06-18"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	6
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"6/26/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED "	5014	"2018-06-26"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	6
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"7/1/2018"	"06:00 AM - 09:00 AM"	"COURT "	"COMPLETED "	5014	"2018-07-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"7/10/2018"	"09:00 PM - 00:00 AM"	"PENDING "	"COMPLETED "	5014	"2018-07-10"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"7/10/2018"	"06:00 PM - 09:00 PM"	"PENDING "	"COMPLETED "	5014	"2018-07-10"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"PROPERTY THEFT"	"SINKOR"	"11TH STREET COMMUNITY"	"7/6/2018"	"03:00 PM - 06:00 PM"	"PENDING "	"COMPLETED "	2027	"2018-07-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"SINKOR"	"11TH STREET COMMUNITY"	"7/8/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED "	2027	"2018-07-08"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	7
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"8/3/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETE"	10002	"2018-08-03"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	8
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"7/27/2018"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETE"	8013	"2018-07-27"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"BAPTIST SIMINARY COMMUNITY"	"8/8/2018"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETE"	8015	"2018-08-08"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	8
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"THINKERVILLAGE COMMUNITY"	"8/7/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETE"	8013	"2018-08-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"R-2 COMMUNITY"	"3/15/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETE"	8017	"2018-03-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	3
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"REHAB COMMUNITY"	"4/1/2018"	"NIL"	"WITHDRAWN "	"COMPLETE"	8006	"2018-04-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	4
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"REHAB COMMUNITY"	"8/4/2018"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETE"	8006	"2018-08-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"8/7/2018"	"NIL"	"WITHDRAWN "	"COMPLETE"	8006	"2018-08-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"VOA COMMUNITY"	"8/15/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETE"	8004	"2018-08-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"7/1/2018"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETE"	8005	"2018-07-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	7
"NIL"	"NIL"	"PERSISTENT NON SUPPORT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/8/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETE"	8005	"2018-08-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/8/2018"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETE"	8005	"2018-08-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"NIL"	"NIL"	"MENACING"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/11/2018"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETE"	8005	"2018-08-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"PENIS"	"NIL"	"RAPE"	"PAYNESVILLE"	"VOA COMMUNITY"	"8/9/2018"	"NIL"	"COURT"	"COMPLETE"	8004	"2018-08-09"	0	0	0	0	1	0	0	0	0	0	0	0	0	2018	8
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/16/2018"	"NIL"	"PENDING"	"COMPLETE"	8005	"2018-08-16"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	8
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/15/2018"	"NIL"	"PENDING"	"COMPLETE"	8005	"2018-08-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	8
"TEETH"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"8/13/2018"	"NIL"	"PENDING"	"COMPLETE"	8005	"2018-08-13"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	8
